WKT,WKT,rand_point_id
"MULTIPOLYGON (((-140244810.373178 274394214.328959,-154173708.266203 302261649.820985,-125023425.875595 299117294.222873,-108337401.120021 275157902.1926,-140244810.373178 274394214.328959)))","POLYGON ((-140244816.479986 274394204.179932,-154173725.396618 302261661.726801,-125023420.27332 299117303.67658,-108337382.281629 275157892.640624,-140244816.479986 274394204.179932))","218"
"MULTIPOLYGON (((-986565355.405286 262246386.346219,-1006825325.78417 283640074.917868,-1007331799.68231 285138274.898427,-970865346.172138 293846784.758021,-966879880.171532 283018868.429924,-986565355.405286 262246386.346219)))","POLYGON ((-986565355.40783 262246371.805699,-1006825334.55447 283640069.635736,-1007331812.66571 285138282.079071,-970865339.855699 293846796.547637,-966879868.64251 283018866.057729,-986565355.40783 262246371.805699))","1007"
"MULTIPOLYGON (((-951983981.124939 279124499.318114,-966879861.061567 283018874.411874,-970865330.02115 293846798.779073,-971282186.901906 298289499.054075,-965387694.610335 311264602.222072,-954968924.523995 315508813.390924,-943253649.447298 298100254.589947,-951983981.124939 279124499.318114)))","POLYGON ((-951983975.544044 279124487.522941,-966879868.64251 283018866.057729,-970865339.855699 293846796.547637,-971282197.106677 298289500.768323,-965387702.06874 311264609.981689,-954968920.766965 315508825.719283,-943253638.014992 298100255.513069,-951983975.544044 279124487.522941))","385"
"MULTIPOLYGON (((-103842133.290108 272929718.029828,-108337375.5418 275157900.460923,-125023408.433767 299117304.174206,-107308261.253474 329750262.291305,-93428047.3832451 332310004.432258,-91591098.5946234 331055642.718335,-85100587.7312654 324402880.122147,-103842133.290108 272929718.029828)))","POLYGON ((-103842127.717402 272929704.106505,-108337382.281629 275157892.640624,-125023420.27332 299117303.67658,-107308267.60173 329750271.289207,-93428045.1458726 332310015.013492,-91591092.132601 331055650.414764,-85100576.1844201 324402882.606642,-103842127.717402 272929704.106505))","313"
"MULTIPOLYGON (((-1118310908.50077 278521670.865452,-1135937063.5877 289000397.444821,-1122781002.84551 318995832.202757,-1106532931.77108 295324126.685564,-1108908146.47187 285822843.04222,-1118310908.50077 278521670.865452)))","POLYGON ((-1118310907.75165 278521658.786408,-1135937076.29614 289000393.366275,-1122781004.77911 318995852.690516,-1106532920.97711 295324128.6306,-1108908137.60871 285822837.263671,-1118310907.75165 278521658.786408))","140"
"MULTIPOLYGON (((-1096363202.19911 285213514.675743,-1108908124.95182 285822846.66069,-1106532911.82687 295324124.000396,-1095545805.75498 308584032.788756,-1086825344.40506 299623518.031571,-1096363202.19911 285213514.675743)))","POLYGON ((-1096363197.00087 285213504.411465,-1108908137.60871 285822837.263671,-1106532920.97711 295324128.6306,-1095545806.35253 308584047.740863,-1086825331.6188 299623519.231438,-1096363197.00087 285213504.411465))","686"
"MULTIPOLYGON (((-206854185.841506 274754490.754558,-229995231.178019 281122106.703155,-230367835.295308 281813195.85425,-229534582.328409 290649764.975476,-226937028.957895 295966763.914919,-200621775.366022 299299863.14345,-179442407.352954 296979645.734695,-206854185.841506 274754490.754558)))","POLYGON ((-206854183.537314 274754479.748851,-229995237.951873 281122098.195412,-230367845.535641 281813193.775975,-229534592.11321 290649767.728078,-226937035.572329 295966773.157028,-200621775.450976 299299873.212585,-179442382.434159 296979653.064648,-206854183.537314 274754479.748851))","509"
"MULTIPOLYGON (((-257241402.240069 276020077.380886,-275258432.799672 293517160.455814,-269912573.591177 304833052.336802,-268127865.610999 306286803.571638,-229534602.767914 290649761.255445,-230367854.803777 281813202.007758,-257241402.240069 276020077.380886)))","POLYGON ((-257241405.366234 276020066.477266,-275258444.895399 293517158.262906,-269912581.664537 304833058.658271,-268127867.33928 306286815.061553,-229534592.11321 290649767.728078,-230367845.535641 281813193.775975,-257241405.366234 276020066.477266))","207"
"MULTIPOLYGON (((-928137829.968473 295418648.638551,-940519898.978562 298367238.792168,-928500776.232659 318210348.97307,-920468789.276505 310971957.668477,-928137829.968473 295418648.638551)))","POLYGON ((-928137824.526577 295418637.063022,-940519914.637715 298367232.241514,-928500778.521068 318210364.497,-920468776.961562 310971960.03193,-928137824.526577 295418637.063022))","340"
"MULTIPOLYGON (((-943253633.049429 298100266.045583,-954968908.586888 315508825.531239,-941795939.401808 333835548.46408,-937784474.925673 331650833.838415,-928500790.428403 318210364.140453,-940519920.595627 298367241.707236,-943253633.049429 298100266.045583)))","POLYGON ((-943253638.014992 298100255.513069,-954968920.766965 315508825.719283,-941795942.370289 333835561.467639,-937784468.051234 331650841.481345,-928500778.521068 318210364.497,-940519914.637715 298367232.241514,-943253638.014992 298100255.513069))","198"
"MULTIPOLYGON (((-518210049.353552 274604744.419075,-529108333.92929 295001563.815049,-509453693.406732 320787272.997177,-508961889.889048 320942844.13632,-475094550.468724 287120541.449502,-518210049.353552 274604744.419075)))","POLYGON ((-518210054.352455 274604732.555159,-529108345.776523 295001564.76821,-509453699.440838 320787281.576812,-508961887.117679 320942855.501372,-475094531.425753 287120536.56459,-518210054.352455 274604732.555159))","862"
"MULTIPOLYGON (((-474378099.606108 287039498.686117,-475094526.830888 287120546.108571,-508961871.746479 320942854.283348,-507870477.391251 321732906.71214,-485673969.366442 328880694.709337,-465260355.869606 305832246.885897,-474378099.606108 287039498.686117)))","POLYGON ((-474378093.698227 287039487.953989,-475094531.425753 287120536.56459,-508961887.117679 320942855.501372,-507870481.968397 321732915.743901,-485673966.212447 328880706.230703,-465260343.960781 305832248.522426,-474378093.698227 287039487.953989))","977"
"MULTIPOLYGON (((-1007331807.75852 285138293.532145,-1014567058.71072 297578489.276726,-1007799883.89587 307669832.295222,-1006061241.73125 308273616.988674,-971282206.425416 298289493.039584,-970865350.623036 293846804.257497,-1007331807.75852 285138293.532145)))","POLYGON ((-1007331812.66571 285138282.079071,-1014567070.49827 297578489.653662,-1007799890.33755 307669840.644032,-1006061242.01806 308273627.474907,-971282197.106677 298289500.768323,-970865339.855699 293846796.547637,-1007331812.66571 285138282.079071))","1001"
"MULTIPOLYGON (((-4439130.52591624 283894827.900496,-4854431.14234868 284066055.208181,-29628049.4239629 305173607.699679,-39219129.3410233 323584874.396068,-31386919.4805412 334653149.466287,5082920.97498717 324304394.460596,-4439130.52591624 283894827.900496)))","POLYGON ((-4439123.48490405 283894814.180903,-4854436.42042446 284066046.567714,-29628057.3925164 305173601.351546,-39219141.0299349 323584875.189623,-31386923.5568354 334653161.017795,5082932.90085602 324304401.471298,-4439123.48490405 283894814.180903))","281"
"MULTIPOLYGON (((34646154.1334426 272269339.896587,6681123.65738992 274609480.345828,-4439112.3350114 283894817.898527,5082941.18988779 324304393.048035,34646154.1334426 330771218.534715,34646154.1334426 272269339.896587)))","POLYGON ((34646164.1334426 272269329.024826,6681119.67400312 274609470.64421,-4439123.48490405 283894814.180903,5082932.90085602 324304401.471298,34646164.1334426 330771230.958625,34646164.1334426 272269329.024826))","744"
"MULTIPOLYGON (((-1144035925.81463 288482726.851384,-1169311406.24216 292974768.925712,-1171349799.06273 300247462.196874,-1152240131.61026 325397905.866278,-1138428014.15995 332144253.433797,-1121530762.46927 327441216.355768,-1122781014.4751 318995855.480256,-1135937083.00894 289000402.957602,-1144035925.81463 288482726.851384)))","POLYGON ((-1144035926.37865 288482716.794924,-1169311414.176 292974760.17904,-1171349810.03387 300247464.286848,-1152240138.13469 325397913.808614,-1138428015.13677 332144264.085793,-1121530751.28447 327441223.622804,-1122781004.77911 318995852.690516,-1135937076.29614 289000393.366275,-1144035926.37865 288482716.794924))","924"
"MULTIPOLYGON (((-278527808.882522 291872863.052697,-286844064.204313 292044918.738033,-299247127.925617 325491423.563032,-269912594.298995 304833055.324999,-275258452.465839 293517165.648936,-278527808.882522 291872863.052697)))","POLYGON ((-278527806.607271 291872853.003484,-286844071.214418 292044908.880926,-299247148.499645 325491450.28284,-269912581.664537 304833058.658271,-275258444.895399 293517158.262906,-278527806.607271 291872853.003484))","38"
"MULTIPOLYGON (((-350469010.939266 278135286.960454,-364334536.270697 283945729.052083,-365383350.929856 315509344.254721,-358951773.235316 329911945.424768,-355901811.434886 331463792.954762,-328627341.48406 298980842.17508,-329772932.46407 287146091.480711,-348262442.042792 278300504.464905,-350469010.939266 278135286.960454)))","POLYGON ((-350469012.588392 278135276.808983,-364334546.052137 283945722.308513,-365383361.00091 315509346.226961,-358951780.923582 329911952.732921,-355901808.886788 331463805.471267,-328627331.12609 298980845.390297,-329772923.054643 287146084.896812,-348262439.422254 278300494.633126,-350469012.588392 278135276.808983))","803"
"MULTIPOLYGON (((-1067563073.86412 294476974.693057,-1086825326.3747 299623528.181083,-1095545796.50067 308584051.955914,-1096509598.33894 334811784.669704,-1085890037.30107 340677324.985755,-1065157370.90169 326058350.382152,-1055124445.03467 313892883.803081,-1054780840.48929 312496082.254255,-1067563073.86412 294476974.693057)))","POLYGON ((-1067563069.72973 294476963.237634,-1086825331.6188 299623519.231438,-1095545806.35253 308584047.740863,-1096509608.55808 334811790.449309,-1085890036.65532 340677336.766401,-1065157364.04138 326058357.780799,-1055124435.8689 313892888.406232,-1054780829.68587 312496080.200156,-1067563069.72973 294476963.237634))","908"
"MULTIPOLYGON (((-876750760.651293 286905002.962043,-884353585.04932 305835751.027079,-875146362.47988 310592704.308231,-863233311.496519 314293608.483315,-855058495.524247 299717272.878789,-855103454.079738 296248179.192252,-876750760.651293 286905002.962043)))","POLYGON ((-876750766.107595 286904989.715375,-884353597.717532 305835755.737797,-875146366.287608 310592713.596758,-863233306.733713 314293620.434361,-855058485.490331 299717275.431034,-855103444.164591 296248172.580043,-876750766.107595 286904989.715375))","852"
"MULTIPOLYGON (((-752394201.355041 289498314.331215,-773340561.518939 290038351.483503,-775375174.575997 294777998.847971,-745499516.109331 325040716.053672,-744006766.820122 323661433.284311,-724062451.959947 302190313.408782,-752394201.355041 289498314.331215)))","POLYGON ((-752394199.340833 289498304.275962,-773340568.180942 290038341.651939,-775375186.418996 294778001.085578,-745499516.428791 325040729.964114,-744006759.75324 323661440.36986,-724062435.13445 302190309.98866,-752394199.340833 289498304.275962))","164"
"MULTIPOLYGON (((-229534597.00359 290649780.499197,-268127853.73228 306286820.337988,-265107073.243866 312604839.504126,-257308716.594657 326684627.474261,-246053649.059477 327959426.182669,-228096515.542475 311159034.746711,-226937045.750098 295966775.105253,-229534597.00359 290649780.499197)))","POLYGON ((-229534592.11321 290649767.728078,-268127867.33928 306286815.061553,-265107082.136649 312604844.087565,-257308722.844006 326684636.830372,-246053645.598271 327959436.63864,-228096505.867722 311159039.389392,-226937035.572329 295966773.157028,-229534592.11321 290649767.728078))","142"
"MULTIPOLYGON (((-226937026.401198 295966784.398542,-228096495.510368 311159035.088108,-215994561.693012 321506252.868166,-208894253.183604 321451326.562111,-200621789.237756 299299881.546242,-226937026.401198 295966784.398542)))","POLYGON ((-226937035.572329 295966773.157028,-228096505.867722 311159039.389392,-215994565.35179 321506262.896769,-208894246.223539 321451336.508569,-200621775.450976 299299873.212585,-226937035.572329 295966773.157028))","197"
"MULTIPOLYGON (((-824079489.183391 299698157.608513,-839469646.259865 307843001.862128,-827285190.534311 321824821.993285,-812902661.227759 314939577.434533,-824079489.183391 299698157.608513)))","POLYGON ((-824079486.226942 299698144.729834,-839469662.085271 307842998.923262,-827285193.076484 321824834.2971,-812902646.031644 314939581.246625,-824079486.226942 299698144.729834))","240"
"MULTIPOLYGON (((-364334556.479061 283945734.990492,-391843461.314966 290322033.260641,-395361653.244422 293060703.248987,-395606299.644014 293273635.326013,-384961868.044707 312327589.149621,-383312755.890412 314070576.907107,-365383370.647353 315509335.420729,-364334556.479061 283945734.990492)))","POLYGON ((-364334546.052137 283945722.308513,-391843465.719154 290322024.01637,-395361659.60311 293060695.52616,-395606312.334356 293273633.114046,-384961876.166251 312327595.115983,-383312760.516373 314070586.568038,-365383361.00091 315509346.226961,-364334546.052137 283945722.308513))","718"
"MULTIPOLYGON (((-1027873649.1174 296794146.697125,-1029550708.13608 297138316.02109,-1054780820.96116 312496086.5963,-1055124424.68891 313892884.82129,-1023100663.4538 341362274.267943,-1019021045.78669 340227052.279637,-1007799901.41151 307669842.08509,-1014567076.04009 297578499.344358,-1027873649.1174 296794146.697125)))","POLYGON ((-1027873649.84062 296794136.637138,-1029550711.85005 297138306.57487,-1054780829.68587 312496080.200156,-1055124435.8689 313892888.406232,-1023100665.91407 341362285.3325,-1019021038.04441 340227060.505161,-1007799890.33755 307669840.644032,-1014567070.49827 297578489.653662,-1027873649.84062 296794136.637138))","921"
"MULTIPOLYGON (((-1106532920.22725 295324145.208842,-1122780994.31174 318995855.111379,-1121530742.17347 327441216.881472,-1107671515.94183 334029349.767376,-1096509618.17169 334811779.750873,-1095545816.48583 308584051.184648,-1106532920.22725 295324145.208842)))","POLYGON ((-1106532920.97711 295324128.6306,-1122781004.77911 318995852.690516,-1121530751.28447 327441223.622804,-1107671518.52733 334029359.610676,-1096509608.55808 334811790.449309,-1095545806.35253 308584047.740863,-1106532920.97711 295324128.6306))","384"
"MULTIPOLYGON (((-900887618.787429 303649663.536047,-904072941.040619 309572451.261808,-899464392.919494 323701992.298574,-899134215.625802 323723286.14655,-875146387.579997 310592713.851756,-884353600.75777 305835765.422851,-900887618.787429 303649663.536047)))","POLYGON ((-900887624.323354 303649652.717066,-904072951.874692 309572450.294202,-899464400.325334 323702001.84173,-899134213.371497 323723296.31271,-875146366.287608 310592713.596758,-884353597.717532 305835755.737797,-900887624.323354 303649652.717066))","444"
"MULTIPOLYGON (((-855058481.512382 299717288.781542,-863233296.830708 314293623.220032,-863844709.049818 330677394.699928,-862106887.543438 335868272.530354,-840715792.381777 351897560.510031,-827285204.81196 321824836.051482,-839469668.382981 307843006.91755,-855058481.512382 299717288.781542)))","POLYGON ((-855058485.490331 299717275.431034,-863233306.733713 314293620.434361,-863844719.110791 330677396.147274,-862106896.035991 335868278.662575,-840715788.3574 351897576.021739,-827285193.076484 321824834.2971,-839469662.085271 307842998.923262,-855058485.490331 299717275.431034))","814"
"MULTIPOLYGON (((-179442382.836208 296979663.168521,-200621768.238159 299299882.482243,-208894233.077327 321451329.890183,-189685942.183749 326986953.507607,-173268137.255929 301344322.693534,-175955741.066912 297948157.104895,-176633234.907196 297516006.816217,-179442382.836208 296979663.168521)))","POLYGON ((-179442382.434159 296979653.064648,-200621775.450976 299299873.212585,-208894246.223539 321451336.508569,-189685937.784552 326986965.182392,-173268124.989036 301344322.079927,-175955734.269923 297948149.579296,-176633231.147097 297515997.353488,-179442382.434159 296979653.064648))","126"
"MULTIPOLYGON (((-395606317.087212 293273645.110493,-396827394.763251 293660628.185501,-409028534.539123 304433474.667524,-413581794.20999 323259276.15734,-404649197.564524 356017181.030922,-392479698.509463 338321684.157462,-384961886.932467 312327596.348278,-395606317.087212 293273645.110493)))","POLYGON ((-395606312.334356 293273633.114046,-396827399.798265 293660619.291018,-409028543.518536 304433469.2557,-413581804.534416 323259276.306577,-404649201.540793 356017204.460324,-392479689.352794 338321688.490444,-384961876.166251 312327595.115983,-395606312.334356 293273633.114046))","794"
"MULTIPOLYGON (((-329180210.340733 286806889.059024,-329772912.478496 287146090.365941,-328627321.396641 298980842.112456,-310448008.924688 328406132.526594,-304607167.528694 330353512.306095,-299247157.026766 325491444.516569,-286844084.984671 292044917.253453,-329180210.340733 286806889.059024)))","POLYGON ((-329180212.417639 286806878.725811,-329772923.054643 287146084.896812,-328627331.12609 298980845.390297,-310448015.526665 328406140.866606,-304607165.142521 330353523.642823,-299247148.499645 325491450.28284,-286844071.214418 292044908.880926,-329180212.417639 286806878.725811))","456"
"MULTIPOLYGON (((-269912582.103583 304833071.198345,-299247142.237686 325491458.103841,-304607150.47574 330353523.839806,-299536879.912029 335207273.09753,-294633532.534663 335655347.675646,-265107094.625115 312604841.150565,-268127875.393695 306286821.398454,-269912582.103583 304833071.198345)))","POLYGON ((-269912581.664537 304833058.658271,-299247148.499645 325491450.28284,-304607165.142521 330353523.642823,-299536884.302531 335207282.737986,-294633529.501886 335655357.994451,-265107082.136649 312604844.087565,-268127867.33928 306286815.061553,-269912581.664537 304833058.658271))","603"
"MULTIPOLYGON (((-437107398.084514 297292382.795437,-452938979.558092 311160946.084848,-449658016.65392 319506022.409162,-447916148.042581 320673895.79057,-413168929.546034 303627095.40992,-437107398.084514 297292382.795437)))","POLYGON ((-437107400.670892 297292371.76681,-452938991.438328 311160943.197698,-449658024.817447 319506028.975401,-447916148.81864 320673907.309896,-413168901.100259 303627092.59317,-437107400.670892 297292371.76681))","552"
"MULTIPOLYGON (((-384961871.416437 312327614.686404,-392479670.723478 338321660.070171,-376341616.802785 324951481.758092,-383312768.428076 314070592.756186,-384961871.416437 312327614.686404)))","POLYGON ((-384961876.166251 312327595.115983,-392479689.352794 338321688.490444,-376341603.609476 324951483.813713,-383312760.516373 314070586.568038,-384961876.166251 312327595.115983))","449"
"MULTIPOLYGON (((-383312741.220649 314070598.148585,-376341596.46418 324951476.429322,-370659515.865879 328333477.002627,-358951797.371589 329911940.424884,-365383367.713293 315509355.720465,-383312741.220649 314070598.148585)))","POLYGON ((-383312760.516373 314070586.568038,-376341603.609476 324951483.813713,-370659519.225758 328333486.640116,-358951780.923582 329911952.732921,-365383361.00091 315509346.226961,-383312760.516373 314070586.568038))","566"
"MULTIPOLYGON (((-575603703.368393 273372507.933769,-590871527.041387 323072051.432921,-569696226.794095 334821039.460426,-543776031.426427 297765802.28546,-575603703.368393 273372507.933769)))","POLYGON ((-575603708.70309 273372491.245971,-590871538.980766 323072056.244564,-569696223.765451 334821052.576986,-543776017.744564 297765800.172292,-575603708.70309 273372491.245971))","479"
"MULTIPOLYGON (((-529108349.988731 295001575.738065,-543776011.886809 297765809.244385,-569696212.608493 334821054.073395,-567810453.548102 340089332.66513,-551742859.023502 346510242.373243,-528400112.33558 341455635.972417,-509453712.464993 320787280.985921,-529108349.988731 295001575.738065)))","POLYGON ((-529108345.776523 295001564.76821,-543776017.744564 297765800.172292,-569696223.765451 334821052.576986,-567810461.444211 340089340.278612,-551742859.895283 346510252.793777,-528400107.112258 341455645.073125,-509453699.440838 320787281.576812,-529108345.776523 295001564.76821))","15"
"MULTIPOLYGON (((-904072958.923424 309572460.932229,-920468772.763104 310971969.709923,-928500770.957734 318210371.142582,-937784450.53492 331650833.717483,-904230802.489217 336102128.616311,-899464410.933244 323702001.567526,-904072958.923424 309572460.932229)))","POLYGON ((-904072951.874692 309572450.294202,-920468776.961562 310971960.03193,-928500778.521068 318210364.497,-937784468.051234 331650841.481345,-904230795.985075 336102139.566776,-899464400.325334 323702001.84173,-904072951.874692 309572450.294202))","135"
"MULTIPOLYGON (((-125023425.671759 299117314.316902,-154173721.693951 302261671.385413,-158579820.176842 305438576.203919,-147907900.54803 327376045.033249,-122427438.169263 332630478.573553,-107308283.31 329750264.101812,-125023425.671759 299117314.316902)))","POLYGON ((-125023420.27332 299117303.67658,-154173725.396618 302261661.726801,-158579832.849628 305438573.012981,-147907907.387588 327376053.833243,-122427438.246325 332630488.76807,-107308267.60173 329750271.289207,-125023420.27332 299117303.67658))","764"
"MULTIPOLYGON (((-971282202.641925 298289512.761241,-1006061221.37245 308273631.952006,-986853747.371084 324671513.426111,-977082580.411644 321306677.433885,-965387714.277638 311264607.284402,-971282202.641925 298289512.761241)))","POLYGON ((-971282197.106677 298289500.768323,-1006061242.01806 308273627.474907,-986853749.51803 324671524.741766,-977082575.347732 321306686.266382,-965387702.06874 311264609.981689,-971282197.106677 298289500.768323))","703"
"MULTIPOLYGON (((-46637062.7775936 272629018.065898,-57031493.3993943 319517261.235164,-39219146.3313442 323584863.721576,-29628068.6719658 305173601.359088,-46637062.7775936 272629018.065898)))","POLYGON ((-46637066.6091199 272628989.145394,-57031505.3129785 319517268.772019,-39219141.0299349 323584875.189623,-29628057.3925164 305173601.351546,-46637066.6091199 272628989.145394))","296"
"MULTIPOLYGON (((-465260341.279253 305832260.577241,-485673953.429919 328880706.880758,-471750097.018619 348251936.845812,-449658036.194407 319506027.368325,-452938999.223673 311160950.725837,-465260341.279253 305832260.577241)))","POLYGON ((-465260343.960781 305832248.522426,-485673966.212447 328880706.230703,-471750097.287039 348251953.605708,-449658024.817447 319506028.975401,-452938991.438328 311160943.197698,-465260343.960781 305832248.522426))","266"
"MULTIPOLYGON (((-413168899.71309 303627103.051228,-447916130.480458 320673909.451877,-440986464.662758 326377504.861173,-413581812.610777 323259267.161019,-409028555.697257 304433477.071663,-413168899.71309 303627103.051228)))","POLYGON ((-413168901.100259 303627092.59317,-447916148.81864 320673907.309896,-440986467.74444 326377515.276349,-413581804.534416 323259276.306577,-409028543.518536 304433469.2557,-413168901.100259 303627092.59317))","700"
"MULTIPOLYGON (((-784586595.541108 304199431.30612,-795437545.669091 304974665.164957,-811401795.134716 314887946.914866,-801716509.25957 348130814.747586,-778907236.300705 339965906.322076,-784586595.541108 304199431.30612)))","POLYGON ((-784586587.10349 304199420.677815,-795437548.84578 304974655.366423,-811401806.858892 314887942.424045,-801716515.889375 348130827.742207,-778907225.124138 339965912.942649,-784586587.10349 304199420.677815))","786"
"MULTIPOLYGON (((-775375186.384501 294778015.35456,-784586576.438874 304199424.074311,-778907216.028098 339965906.460837,-769132735.382012 345179632.307696,-745991936.802862 327073040.338344,-745499527.459613 325040733.024421,-775375186.384501 294778015.35456)))","POLYGON ((-775375186.418996 294778001.085578,-784586587.10349 304199420.677815,-778907225.124138 339965912.942649,-769132734.345638 345179644.194156,-745991927.902672 327073046.071735,-745499516.428791 325040729.964114,-775375186.418996 294778001.085578))","501"
"MULTIPOLYGON (((-1007799884.14943 307669853.378838,-1019021025.81998 340227055.726108,-1002681914.95448 349016563.179602,-988488232.05192 338753556.034107,-986853760.066083 324671528.885194,-1006061247.07822 308273636.303482,-1007799884.14943 307669853.378838)))","POLYGON ((-1007799890.33755 307669840.644032,-1019021038.04441 340227060.505161,-1002681914.17321 349016574.95498,-988488222.62603 338753561.558834,-986853749.51803 324671524.741766,-1006061242.01806 308273627.474907,-1007799890.33755 307669840.644032))","663"
"MULTIPOLYGON (((-811401814.285012 314887952.68547,-812902643.598913 314939591.16884,-827285185.444146 321824841.730145,-840715777.322164 351897575.835279,-834588812.40887 364458740.308913,-832203785.61699 368164213.061431,-824602939.278887 369602052.818273,-801716527.206693 348130824.647848,-811401814.285012 314887952.68547)))","POLYGON ((-811401806.858892 314887942.424045,-812902646.031644 314939581.246625,-827285193.076484 321824834.2971,-840715788.3574 351897576.021739,-834588821.13754 364458745.224166,-832203791.699281 368164222.088205,-824602936.143596 369602063.588722,-801716515.889375 348130827.742207,-811401806.858892 314887942.424045))","810"
"MULTIPOLYGON (((-1205599179.91278 292917725.674193,-1205599179.91278 317186137.126303,-1192892422.17901 311554050.604875,-1205599179.91278 292917725.674193)))","POLYGON ((-1205599189.91278 292917693.256521,-1205599189.91278 317186152.496929,-1192892407.15742 311554054.885042,-1205599189.91278 292917693.256521))","731"
"MULTIPOLYGON (((-965387700.1866 311264621.546289,-977082562.443705 321306688.366781,-958293226.111558 352753436.99463,-950210635.867139 354534324.968936,-948364761.277003 353835841.803095,-941795953.457126 333835563.176639,-954968927.206331 315508833.894018,-965387700.1866 311264621.546289)))","POLYGON ((-965387702.06874 311264609.981689,-977082575.347732 321306686.266382,-958293232.480833 352753445.831111,-950210635.111994 354534335.375186,-948364753.267694 353835849.464352,-941795942.370289 333835561.467639,-954968920.766965 315508825.719283,-965387702.06874 311264609.981689))","52"
"MULTIPOLYGON (((-1177512530.8722 305670698.186953,-1192892403.34234 311554064.132335,-1205599179.91278 317186159.002845,-1205599179.91278 355893466.953055,-1181574391.67475 352455585.830245,-1179893062.46873 349659992.56798,-1177512530.8722 305670698.186953)))","POLYGON ((-1177512520.05421 305670683.341976,-1192892407.15742 311554054.885042,-1205599189.91278 317186152.496929,-1205599189.91278 355893478.485893,-1181574385.55426 352455595.056286,-1179893052.6177 349659995.591139,-1177512520.05421 305670683.341976))","681"
"MULTIPOLYGON (((-1171349811.49486 300247478.893228,-1177512510.29572 305670688.075147,-1179893041.67095 349659978.366823,-1164878475.47264 341601677.718389,-1152240150.75447 325397913.728792,-1171349811.49486 300247478.893228)))","POLYGON ((-1171349810.03387 300247464.286848,-1177512520.05421 305670683.341976,-1179893052.6177 349659995.591139,-1164878468.88489 341601685.531963,-1152240138.13469 325397913.808614,-1171349810.03387 300247464.286848))","544"
"MULTIPOLYGON (((-704651117.646733 297734008.865351,-724062429.900222 302190319.047158,-744006741.499038 323661435.411661,-712218579.22408 333209969.525923,-706758597.725917 314933396.362079,-703478822.953321 298020618.68641,-704651117.646733 297734008.865351)))","POLYGON ((-704651117.574179 297733998.58856,-724062435.13445 302190309.98866,-744006759.75324 323661440.36986,-712218572.509232 333209981.98433,-706758588.002886 314933398.75099,-703478811.322133 298020611.235545,-704651117.574179 297733998.58856))","721"
"MULTIPOLYGON (((-228096505.567631 311159052.802849,-246053632.758405 327959438.320095,-236284404.608181 343602825.333949,-216700137.641925 330171958.238714,-215994575.733404 321506267.177311,-228096505.567631 311159052.802849)))","POLYGON ((-228096505.867722 311159039.389392,-246053645.598271 327959436.63864,-236284407.560947 343602839.484628,-216700128.061137 330171963.793897,-215994565.35179 321506262.896769,-228096505.867722 311159039.389392))","228"
"MULTIPOLYGON (((-208894247.597821 321451346.519499,-215994556.127114 321506272.825708,-216700117.882351 330171962.00448,-205276657.294797 355127523.474175,-189675161.285164 344756503.003438,-189685947.779985 326986972.708799,-208894247.597821 321451346.519499)))","POLYGON ((-208894246.223539 321451336.508569,-215994565.35179 321506262.896769,-216700128.061137 330171963.793897,-205276661.512632 355127538.285818,-189675151.28191 344756508.361679,-189685937.784552 326986965.182392,-208894246.223539 321451336.508569))","83"
"MULTIPOLYGON (((-173268120.553263 301344333.697586,-189685927.782775 326986968.106624,-189675141.285975 344756501.662371,-164329664.665983 355189978.201675,-159598483.074431 351884558.755139,-147907918.487327 327376053.875899,-158579839.87223 305438581.436704,-173268120.553263 301344333.697586)))","POLYGON ((-173268124.989036 301344322.079927,-189685937.784552 326986965.182392,-189675151.28191 344756508.361679,-164329663.418879 355189989.529185,-159598475.184522 351884565.441682,-147907907.387588 327376053.833243,-158579832.849628 305438573.012981,-173268124.989036 301344322.079927))","869"
"MULTIPOLYGON (((-875146365.205266 310592724.404433,-899134184.366683 323723291.836048,-863844728.667117 330677384.071806,-863233317.012286 314293627.712658,-875146365.205266 310592724.404433)))","POLYGON ((-875146366.287608 310592713.596758,-899134213.371497 323723296.31271,-863844719.110791 330677396.147274,-863233306.733713 314293620.434361,-875146366.287608 310592713.596758))","856"
"MULTIPOLYGON (((-449658022.600542 319506042.501424,-471750086.487241 348251955.96378,-471367422.35594 349921477.969984,-439995289.808622 358963609.066456,-440986477.601898 326377520.114592,-447916154.794892 320673915.342641,-449658022.600542 319506042.501424)))","POLYGON ((-449658024.817447 319506028.975401,-471750097.287039 348251953.605708,-471367430.786857 349921485.947084,-439995279.396154 358963622.474629,-440986467.74444 326377515.276349,-447916148.81864 320673907.309896,-449658024.817447 319506028.975401))","965"
"MULTIPOLYGON (((-639233386.793459 280687541.870135,-676892409.247864 291345285.096158,-677184600.004574 291717334.190614,-664916688.388013 329787450.081147,-651725129.112295 332918448.524808,-616200512.373852 314423575.906654,-639233386.793459 280687541.870135)))","POLYGON ((-639233382.592333 280687530.288439,-676892415.102365 291345276.360269,-677184611.153617 291717332.196312,-664916696.178258 329787458.509956,-651725127.797919 332918459.114586,-616200497.761984 314423579.573474,-639233382.592333 280687530.288439))","795"
