WKT,rand_point_id
"POLYGON ((-125023420.27332 299117303.67658,-154173725.396618 302261661.726801,-158579832.849628 305438573.012981,-147907907.387588 327376053.833243,-122427438.246325 332630488.76807,-107308267.60173 329750271.289207,-125023420.27332 299117303.67658))","764"
"POLYGON ((-971282197.106677 298289500.768323,-1006061242.01806 308273627.474907,-986853749.51803 324671524.741766,-977082575.347732 321306686.266382,-965387702.06874 311264609.981689,-971282197.106677 298289500.768323))","703"
"POLYGON ((-46637066.6091199 272628989.145394,-57031505.3129785 319517268.772019,-39219141.0299349 323584875.189623,-29628057.3925164 305173601.351546,-46637066.6091199 272628989.145394))","296"
"POLYGON ((-465260343.960781 305832248.522426,-485673966.212447 328880706.230703,-471750097.287039 348251953.605708,-449658024.817447 319506028.975401,-452938991.438328 311160943.197698,-465260343.960781 305832248.522426))","266"
"POLYGON ((-413168901.100259 303627092.59317,-447916148.81864 320673907.309896,-440986467.74444 326377515.276349,-413581804.534416 323259276.306577,-409028543.518536 304433469.2557,-413168901.100259 303627092.59317))","700"
"POLYGON ((-784586587.10349 304199420.677815,-795437548.84578 304974655.366423,-811401806.858892 314887942.424045,-801716515.889375 348130827.742207,-778907225.124138 339965912.942649,-784586587.10349 304199420.677815))","786"
"POLYGON ((-775375186.418996 294778001.085578,-784586587.10349 304199420.677815,-778907225.124138 339965912.942649,-769132734.345638 345179644.194156,-745991927.902672 327073046.071735,-745499516.428791 325040729.964114,-775375186.418996 294778001.085578))","501"
"POLYGON ((-1007799890.33755 307669840.644032,-1019021038.04441 340227060.505161,-1002681914.17321 349016574.95498,-988488222.62603 338753561.558834,-986853749.51803 324671524.741766,-1006061242.01806 308273627.474907,-1007799890.33755 307669840.644032))","663"
"POLYGON ((-811401806.858892 314887942.424045,-812902646.031644 314939581.246625,-827285193.076484 321824834.2971,-840715788.3574 351897576.021739,-834588821.13754 364458745.224166,-832203791.699281 368164222.088205,-824602936.143596 369602063.588722,-801716515.889375 348130827.742207,-811401806.858892 314887942.424045))","810"
"POLYGON ((-1205599189.91278 292917693.256521,-1205599189.91278 317186152.496929,-1192892407.15742 311554054.885042,-1205599189.91278 292917693.256521))","731"
"POLYGON ((-965387702.06874 311264609.981689,-977082575.347732 321306686.266382,-958293232.480833 352753445.831111,-950210635.111994 354534335.375186,-948364753.267694 353835849.464352,-941795942.370289 333835561.467639,-954968920.766965 315508825.719283,-965387702.06874 311264609.981689))","52"
"POLYGON ((-1177512520.05421 305670683.341976,-1192892407.15742 311554054.885042,-1205599189.91278 317186152.496929,-1205599189.91278 355893478.485893,-1181574385.55426 352455595.056286,-1179893052.6177 349659995.591139,-1177512520.05421 305670683.341976))","681"
"POLYGON ((-1171349810.03387 300247464.286848,-1177512520.05421 305670683.341976,-1179893052.6177 349659995.591139,-1164878468.88489 341601685.531963,-1152240138.13469 325397913.808614,-1171349810.03387 300247464.286848))","544"
"POLYGON ((-704651117.574179 297733998.58856,-724062435.13445 302190309.98866,-744006759.75324 323661440.36986,-712218572.509232 333209981.98433,-706758588.002886 314933398.75099,-703478811.322133 298020611.235545,-704651117.574179 297733998.58856))","721"
"POLYGON ((-228096505.867722 311159039.389392,-246053645.598271 327959436.63864,-236284407.560947 343602839.484628,-216700128.061137 330171963.793897,-215994565.35179 321506262.896769,-228096505.867722 311159039.389392))","228"
"POLYGON ((-208894246.223539 321451336.508569,-215994565.35179 321506262.896769,-216700128.061137 330171963.793897,-205276661.512632 355127538.285818,-189675151.28191 344756508.361679,-189685937.784552 326986965.182392,-208894246.223539 321451336.508569))","83"
"POLYGON ((-173268124.989036 301344322.079927,-189685937.784552 326986965.182392,-189675151.28191 344756508.361679,-164329663.418879 355189989.529185,-159598475.184522 351884565.441682,-147907907.387588 327376053.833243,-158579832.849628 305438573.012981,-173268124.989036 301344322.079927))","869"
"POLYGON ((-875146366.287608 310592713.596758,-899134213.371497 323723296.31271,-863844719.110791 330677396.147274,-863233306.733713 314293620.434361,-875146366.287608 310592713.596758))","856"
"POLYGON ((-449658024.817447 319506028.975401,-471750097.287039 348251953.605708,-471367430.786857 349921485.947084,-439995279.396154 358963622.474629,-440986467.74444 326377515.276349,-447916148.81864 320673907.309896,-449658024.817447 319506028.975401))","965"
"POLYGON ((-639233382.592333 280687530.288439,-676892415.102365 291345276.360269,-677184611.153617 291717332.196312,-664916696.178258 329787458.509956,-651725127.797919 332918459.114586,-616200497.761984 314423579.573474,-639233382.592333 280687530.288439))","795"
"POLYGON ((-677184611.153617 291717332.196312,-703478811.322133 298020611.235545,-706758588.002886 314933398.75099,-680536895.742747 360028920.279768,-671311682.455254 345067541.719254,-664916696.178258 329787458.509956,-677184611.153617 291717332.196312))","927"
"POLYGON ((-376341603.609476 324951483.813713,-392479689.352794 338321688.490444,-404649201.540793 356017204.460324,-404563162.238298 358162284.423426,-402289814.159408 360264981.986341,-397526205.048055 361804942.724254,-396640442.202368 361343369.942977,-370659519.225758 328333486.640116,-376341603.609476 324951483.813713))","913"
"POLYGON ((-977082575.347732 321306686.266382,-986853749.51803 324671524.741766,-988488222.62603 338753561.558834,-960407630.193635 352677217.090249,-958293232.480833 352753445.831111,-977082575.347732 321306686.266382))","534"
"POLYGON ((-899464400.325334 323702001.84173,-904230795.985075 336102139.566776,-897594399.526198 356000593.819433,-885256621.669288 350292424.584286,-862106896.035991 335868278.662575,-863844719.110791 330677396.147274,-899134213.371497 323723296.31271,-899464400.325334 323702001.84173))","23"
"POLYGON ((-744006759.75324 323661440.36986,-745499516.428791 325040729.964114,-745991927.902672 327073046.071735,-717374380.158576 358273396.97635,-712218572.509232 333209981.98433,-744006759.75324 323661440.36986))","1016"
"POLYGON ((-413581804.534416 323259276.306577,-440986467.74444 326377515.276349,-439995279.396154 358963622.474629,-437893579.619352 360666966.802631,-404563162.238298 358162284.423426,-404649201.540793 356017204.460324,-413581804.534416 323259276.306577))","779"
"POLYGON ((-370659519.225758 328333486.640116,-396640442.202368 361343369.942977,-353546362.175034 345637207.438996,-355901808.886788 331463805.471267,-358951780.923582 329911952.732921,-370659519.225758 328333486.640116))","366"
"POLYGON ((-265107082.136649 312604844.087565,-294633529.501886 335655357.994451,-268477552.468383 339530697.260403,-257308722.844006 326684636.830372,-265107082.136649 312604844.087565))","987"
"POLYGON ((-257308722.844006 326684636.830372,-268477552.468383 339530697.260403,-266922181.816343 353987853.194205,-230495027.447173 368247507.259572,-229326448.542857 367152439.938756,-236284407.560947 343602839.484628,-246053645.598271 327959436.63864,-257308722.844006 326684636.830372))","981"
"POLYGON ((-706758588.002886 314933398.75099,-712218572.509232 333209981.98433,-717374380.158576 358273396.97635,-713958336.181624 375365504.610695,-686667669.754416 367043778.660522,-682578387.005414 364026138.327446,-680536895.742747 360028920.279768,-706758588.002886 314933398.75099))","825"
"POLYGON ((-509453699.440838 320787281.576812,-528400107.112258 341455645.073125,-523354307.811901 350435625.304323,-504087201.893905 351920951.133069,-507870481.968397 321732915.743901,-508961887.117679 320942855.501372,-509453699.440838 320787281.576812))","270"
"POLYGON ((-507870481.968397 321732915.743901,-504087201.893905 351920951.133069,-496741888.629823 369857322.822879,-482125511.196682 364414870.563946,-471367430.786857 349921485.947084,-471750097.287039 348251953.605708,-485673966.212447 328880706.230703,-507870481.968397 321732915.743901))","263"
"POLYGON ((-616200497.761984 314423579.573474,-651725127.797919 332918459.114586,-628259629.227233 351953168.675209,-618732729.359382 346187088.274587,-605433789.639022 321673905.640076,-616200497.761984 314423579.573474))","195"
"POLYGON ((-603356064.564663 321474050.139994,-605433789.639022 321673905.640076,-618732729.359382 346187088.274587,-595816823.954093 365477848.2068,-578955060.696028 363583828.029815,-567810461.444211 340089340.278612,-569696223.765451 334821052.576986,-590871538.980766 323072056.244564,-603356064.564663 321474050.139994))","17"
"POLYGON ((-328627331.12609 298980845.390297,-355901808.886788 331463805.471267,-353546362.175034 345637207.438996,-337643119.944233 359675560.896326,-310448015.526665 328406140.866606,-328627331.12609 298980845.390297))","146"
"POLYGON ((-64540472.4230158 318416247.694079,-85100576.1844201 324402882.606642,-91591092.132601 331055650.414764,-53143503.0611141 368604043.103273,-30570759.2544484 340502506.328461,-31386923.5568354 334653161.017795,-39219141.0299349 323584875.189623,-57031505.3129785 319517268.772019,-64540472.4230158 318416247.694079))","471"
"POLYGON ((-1152240138.13469 325397913.808614,-1164878468.88489 341601685.531963,-1149230238.41071 352782268.673244,-1143640005.50336 351162493.886457,-1138428015.13677 332144264.085793,-1152240138.13469 325397913.808614))","945"
"POLYGON ((-1055124435.8689 313892888.406232,-1065157364.04138 326058357.780799,-1036281146.15876 358077632.693388,-1023100665.91407 341362285.3325,-1055124435.8689 313892888.406232))","404"
"POLYGON ((-1121530751.28447 327441223.622804,-1138428015.13677 332144264.085793,-1143640005.50336 351162493.886457,-1136203727.01827 362585314.593486,-1124980931.00252 363093182.275844,-1107671518.52733 334029359.610676,-1121530751.28447 327441223.622804))","133"
"POLYGON ((-147907907.387588 327376053.833243,-159598475.184522 351884565.441682,-133087074.898342 362477592.038147,-122427438.246325 332630488.76807,-147907907.387588 327376053.833243))","863"
"POLYGON ((-937784468.051234 331650841.481345,-941795942.370289 333835561.467639,-948364753.267694 353835849.464352,-922398420.676861 371695358.438342,-901540033.856031 365918503.006848,-897594399.526198 356000593.819433,-904230795.985075 336102139.566776,-937784468.051234 331650841.481345))","399"
"POLYGON ((-310448015.526665 328406140.866606,-337643119.944233 359675560.896326,-334331564.291778 380412029.501508,-334229117.176761 380475711.286688,-297599626.929504 383781125.111839,-292671080.520537 379861155.680878,-299536884.302531 335207282.737986,-304607165.142521 330353523.642823,-310448015.526665 328406140.866606))","437"
"POLYGON ((-299536884.302531 335207282.737986,-292671080.520537 379861155.680878,-286871427.710829 378774606.508179,-266922181.816343 353987853.194205,-268477552.468383 339530697.260403,-294633529.501886 335655357.994451,-299536884.302531 335207282.737986))","388"
"POLYGON ((-107308267.60173 329750271.289207,-122427438.246325 332630488.76807,-133087074.898342 362477592.038147,-121348492.801929 380930059.355692,-120815966.282643 380922145.234478,-94827694.3006489 343880095.765107,-93428045.1458726 332310015.013492,-107308267.60173 329750271.289207))","619"
"POLYGON ((-664916696.178258 329787458.509956,-671311682.455254 345067541.719254,-638316829.458109 362099945.235583,-629375448.368349 355488771.07985,-628259629.227233 351953168.675209,-651725127.797919 332918459.114586,-664916696.178258 329787458.509956))","883"
"POLYGON ((-216700128.061137 330171963.793897,-236284407.560947 343602839.484628,-229326448.542857 367152439.938756,-212476118.333062 364164976.031266,-205276661.512632 355127538.285818,-216700128.061137 330171963.793897))","202"
"POLYGON ((-528400107.112258 341455645.073125,-551742859.895283 346510252.793777,-540123374.703443 369027498.220385,-520361001.311683 361216546.888409,-523354307.811901 350435625.304323,-528400107.112258 341455645.073125))","832"
"POLYGON ((-523354307.811901 350435625.304323,-520361001.311683 361216546.888409,-501911479.454909 374869304.43881,-496741888.629823 369857322.822879,-504087201.893905 351920951.133069,-523354307.811901 350435625.304323))","350"
"POLYGON ((-1019021038.04441 340227060.505161,-1023100665.91407 341362285.3325,-1036281146.15876 358077632.693388,-1040428357.04889 370495337.716616,-1031043802.54621 374686688.164601,-1007638479.08027 379557741.261563,-1000573262.62645 368697500.670818,-998829223.616117 363542515.157729,-1002681914.17321 349016574.95498,-1019021038.04441 340227060.505161))","777"
"POLYGON ((-1164878468.88489 341601685.531963,-1179893052.6177 349659995.591139,-1181574385.55426 352455595.056286,-1167456976.2504 365677553.768208,-1149230238.41071 352782268.673244,-1164878468.88489 341601685.531963))","579"
"POLYGON ((-1107671518.52733 334029359.610676,-1124980931.00252 363093182.275844,-1112632367.44574 379145826.523397,-1082971100.32623 354610564.418694,-1085890036.65532 340677336.766401,-1096509608.55808 334811790.449309,-1107671518.52733 334029359.610676))","680"
"POLYGON ((-1143640005.50336 351162493.886457,-1149230238.41071 352782268.673244,-1167456976.2504 365677553.768208,-1163463795.66209 379168796.080899,-1155674805.22043 387844231.22466,-1147244721.25743 382483092.041954,-1136203727.01827 362585314.593486,-1143640005.50336 351162493.886457))","904"
"POLYGON ((-862106896.035991 335868278.662575,-885256621.669288 350292424.584286,-870151664.901098 363828030.519248,-834588821.13754 364458745.224166,-840715788.3574 351897576.021739,-862106896.035991 335868278.662575))","831"
"POLYGON ((-988488222.62603 338753561.558834,-1002681914.17321 349016574.95498,-998829223.616117 363542515.157729,-982229277.57524 362395893.87855,-960407630.193635 352677217.090249,-988488222.62603 338753561.558834))","763"
"POLYGON ((-91591092.132601 331055650.414764,-93428045.1458726 332310015.013492,-94827694.3006489 343880095.765107,-76610379.9052436 380525500.936334,-58241245.6629426 380565888.662193,-57064478.0726194 380388118.943013,-53143503.0611141 368604043.103273,-91591092.132601 331055650.414764))","593"
"POLYGON ((-885256621.669288 350292424.584286,-897594399.526198 356000593.819433,-901540033.856031 365918503.006848,-893966552.31866 373473699.706759,-870151664.901098 363828030.519248,-885256621.669288 350292424.584286))","87"
"POLYGON ((5082932.90085602 324304401.471298,-31386923.5568354 334653161.017795,-30570759.2544484 340502506.328461,-3453814.84257102 371060769.056648,34646164.1334426 371751141.668581,34646164.1334426 330771230.958625,5082932.90085602 324304401.471298))","667"
"POLYGON ((-778907225.124138 339965912.942649,-801716515.889375 348130827.742207,-824602936.143596 369602063.588722,-816605221.049151 377325638.589796,-808414753.855449 383177851.615717,-756602888.510155 375639533.200159,-769132734.345638 345179644.194156,-778907225.124138 339965912.942649))","934"
"POLYGON ((-745991927.902672 327073046.071735,-769132734.345638 345179644.194156,-756602888.510155 375639533.200159,-736829779.774278 389997811.884976,-729763078.024994 390644629.113775,-714612157.22797 376194188.065257,-713958336.181624 375365504.610695,-717374380.158576 358273396.97635,-745991927.902672 327073046.071735))","285"
"POLYGON ((-618732729.359382 346187088.274587,-628259629.227233 351953168.675209,-629375448.368349 355488771.07985,-618234553.574883 377091330.640306,-614534728.873025 381591320.073649,-612702579.856699 380436194.785531,-595816823.954093 365477848.2068,-618732729.359382 346187088.274587))","621"
"POLYGON ((-567810461.444211 340089340.278612,-578955060.696028 363583828.029815,-573934417.210648 382400211.672893,-552000303.320321 388610227.536484,-539597824.888642 385378892.928204,-540123374.703443 369027498.220385,-551742859.895283 346510252.793777,-567810461.444211 340089340.278612))","482"
"POLYGON ((-1065157364.04138 326058357.780799,-1085890036.65532 340677336.766401,-1082971100.32623 354610564.418694,-1070631557.45618 369780842.935193,-1044227583.88294 372334957.156443,-1040428357.04889 370495337.716616,-1036281146.15876 358077632.693388,-1065157364.04138 326058357.780799))","815"
"POLYGON ((-671311682.455254 345067541.719254,-680536895.742747 360028920.279768,-682578387.005414 364026138.327446,-660725283.187642 371182918.708138,-642368374.00444 367406528.080232,-638316829.458109 362099945.235583,-671311682.455254 345067541.719254))","937"
"POLYGON ((-629375448.368349 355488771.07985,-638316829.458109 362099945.235583,-642368374.00444 367406528.080232,-639737734.001951 377409335.921333,-618234553.574883 377091330.640306,-629375448.368349 355488771.07985))","457"
"POLYGON ((-1136203727.01827 362585314.593486,-1147244721.25743 382483092.041954,-1115088749.45639 385074036.448809,-1113680987.74933 384443918.507527,-1112632367.44574 379145826.523397,-1124980931.00252 363093182.275844,-1136203727.01827 362585314.593486))","548"
"POLYGON ((-159598475.184522 351884565.441682,-164329663.418879 355189989.529185,-166638994.619862 383392126.077858,-151862614.01116 400950961.366383,-121348492.801929 380930059.355692,-133087074.898342 362477592.038147,-159598475.184522 351884565.441682))","617"
"POLYGON ((-960407630.193635 352677217.090249,-982229277.57524 362395893.87855,-977626893.105647 379620030.365983,-957672107.29806 370364201.557451,-950210635.111994 354534335.375186,-958293232.480833 352753445.831111,-960407630.193635 352677217.090249))","879"
"POLYGON ((-189675151.28191 344756508.361679,-205276661.512632 355127538.285818,-212476118.333062 364164976.031266,-192844846.590025 384565226.166981,-166638994.619862 383392126.077858,-164329663.418879 355189989.529185,-189675151.28191 344756508.361679))","295"
"POLYGON ((-982229277.57524 362395893.87855,-998829223.616117 363542515.157729,-1000573262.62645 368697500.670818,-977961625.466557 379984762.011189,-977626893.105647 379620030.365983,-982229277.57524 362395893.87855))","801"
"POLYGON ((-1181574385.55426 352455595.056286,-1205599189.91278 355893478.485893,-1205599189.91278 386780087.057731,-1204596584.81617 386922022.457218,-1163463795.66209 379168796.080899,-1167456976.2504 365677553.768208,-1181574385.55426 352455595.056286))","1023"
"POLYGON ((-520361001.311683 361216546.888409,-540123374.703443 369027498.220385,-539597824.888642 385378892.928204,-521033626.263708 395972391.988682,-502955728.248607 377591442.148399,-501911479.454909 374869304.43881,-520361001.311683 361216546.888409))","24"
"POLYGON ((-471367430.786857 349921485.947084,-482125511.196682 364414870.563946,-456090385.846243 400815355.718128,-455922041.354514 400873051.641105,-448762216.218544 391891230.905911,-437893579.619352 360666966.802631,-439995279.396154 358963622.474629,-471367430.786857 349921485.947084))","138"
"POLYGON ((-948364753.267694 353835849.464352,-950210635.111994 354534335.375186,-957672107.29806 370364201.557451,-957985887.630473 384268857.846043,-932214722.771761 395963306.989787,-925917798.280616 390676587.291827,-922398420.676861 371695358.438342,-948364753.267694 353835849.464352))","332"
"POLYGON ((-642368374.00444 367406528.080232,-660725283.187642 371182918.708138,-642664485.972171 401011443.184266,-639737734.001951 377409335.921333,-642368374.00444 367406528.080232))","186"
"POLYGON ((-353546362.175034 345637207.438996,-396640442.202368 361343369.942977,-397526205.048055 361804942.724254,-369877035.114669 393363791.893333,-334331564.291778 380412029.501508,-337643119.944233 359675560.896326,-353546362.175034 345637207.438996))","983"
"POLYGON ((-30570759.2544484 340502506.328461,-53143503.0611141 368604043.103273,-57064478.0726194 380388118.943013,-50444796.1877222 387193895.302718,-23238690.9710302 392484989.489667,-19996849.1756041 391662781.655921,-3453814.84257102 371060769.056648,-30570759.2544484 340502506.328461))","672"
"POLYGON ((-578955060.696028 363583828.029815,-595816823.954093 365477848.2068,-612702579.856699 380436194.785531,-578412976.039747 389703675.584198,-573934417.210648 382400211.672893,-578955060.696028 363583828.029815))","371"
"POLYGON ((-1000573262.62645 368697500.670818,-1007638479.08027 379557741.261563,-1002964621.51871 393129746.261755,-998635124.426348 396944035.009705,-979644151.580981 386971010.952793,-977961625.466557 379984762.011189,-1000573262.62645 368697500.670818))","483"
"POLYGON ((-957672107.29806 370364201.557451,-977626893.105647 379620030.365983,-977961625.466557 379984762.011189,-979644151.580981 386971010.952793,-963534932.422891 397949401.35988,-957985887.630473 384268857.846043,-957672107.29806 370364201.557451))","664"
"POLYGON ((-618234553.574883 377091330.640306,-639737734.001951 377409335.921333,-642664485.972171 401011443.184266,-642426314.716973 402193982.246958,-619637801.753274 406989360.059947,-614534728.873025 381591320.073649,-618234553.574883 377091330.640306))","43"
"POLYGON ((-404563162.238298 358162284.423426,-437893579.619352 360666966.802631,-448762216.218544 391891230.905911,-414518949.573398 392084325.068512,-402289814.159408 360264981.986341,-404563162.238298 358162284.423426))","165"
"POLYGON ((-482125511.196682 364414870.563946,-496741888.629823 369857322.822879,-501911479.454909 374869304.43881,-502955728.248607 377591442.148399,-478786234.760755 403484548.180942,-456090385.846243 400815355.718128,-482125511.196682 364414870.563946))","50"
"POLYGON ((-402289814.159408 360264981.986341,-414518949.573398 392084325.068512,-410737859.216161 414446955.420793,-370123546.696314 394113390.019055,-369877035.114669 393363791.893333,-397526205.048055 361804942.724254,-402289814.159408 360264981.986341))","716"
"POLYGON ((-682578387.005414 364026138.327446,-686667669.754416 367043778.660522,-685272632.727279 369051870.131546,-650498103.346528 405891023.19019,-642426314.716973 402193982.246958,-642664485.972171 401011443.184266,-660725283.187642 371182918.708138,-682578387.005414 364026138.327446))","203"
"POLYGON ((-901540033.856031 365918503.006848,-922398420.676861 371695358.438342,-925917798.280616 390676587.291827,-902862403.947408 413539936.373035,-884278277.574618 400413343.375163,-881091121.835394 390807729.513869,-893966552.31866 373473699.706759,-901540033.856031 365918503.006848))","168"
"POLYGON ((-870151664.901098 363828030.519248,-893966552.31866 373473699.706759,-881091121.835394 390807729.513869,-845094011.17067 381828118.525089,-832203791.699281 368164222.088205,-834588821.13754 364458745.224166,-870151664.901098 363828030.519248))","179"
"POLYGON ((-1040428357.04889 370495337.716616,-1044227583.88294 372334957.156443,-1044913730.74787 396615050.067408,-1032576931.67158 401740635.044278,-1026189498.8073 400432458.951602,-1031043802.54621 374686688.164601,-1040428357.04889 370495337.716616))","759"
"POLYGON ((-1082971100.32623 354610564.418694,-1112632367.44574 379145826.523397,-1113680987.74933 384443918.507527,-1106082913.40581 392733372.717073,-1089804205.27294 398513808.515984,-1085644506.59063 397034160.729911,-1077061410.99792 390013001.649917,-1070631557.45618 369780842.935193,-1082971100.32623 354610564.418694))","577"
"POLYGON ((-212476118.333062 364164976.031266,-229326448.542857 367152439.938756,-230495027.447173 368247507.259572,-238223005.321171 385014371.255497,-233926829.232213 404388631.169562,-206378945.449613 419394528.446141,-192844846.590025 384565226.166981,-212476118.333062 364164976.031266))","576"
"POLYGON ((-1070631557.45618 369780842.935193,-1077061410.99792 390013001.649917,-1054792134.5381 411522111.025835,-1044913730.74787 396615050.067408,-1044227583.88294 372334957.156443,-1070631557.45618 369780842.935193))","194"
"POLYGON ((-266922181.816343 353987853.194205,-286871427.710829 378774606.508179,-267912531.512533 385495890.917177,-238223005.321171 385014371.255497,-230495027.447173 368247507.259572,-266922181.816343 353987853.194205))","346"
"POLYGON ((-612702579.856699 380436194.785531,-614534728.873025 381591320.073649,-619637801.753274 406989360.059947,-618062271.270362 408764267.751521,-589749717.591812 415520714.572163,-578412976.039747 389703675.584198,-612702579.856699 380436194.785531))","42"
"POLYGON ((-686667669.754416 367043778.660522,-713958336.181624 375365504.610695,-714612157.22797 376194188.065257,-666000775.916955 415967736.428615,-685272632.727279 369051870.131546,-686667669.754416 367043778.660522))","896"
"POLYGON ((-1031043802.54621 374686688.164601,-1026189498.8073 400432458.951602,-1020150152.81114 402604673.373771,-1002964621.51871 393129746.261755,-1007638479.08027 379557741.261563,-1031043802.54621 374686688.164601))","89"
"POLYGON ((-94827694.3006489 343880095.765107,-120815966.282643 380922145.234478,-102361952.134619 394034849.547965,-91686861.8423982 392285263.643411,-89745685.8359482 391708499.074514,-76610379.9052436 380525500.936334,-94827694.3006489 343880095.765107))","642"
"POLYGON ((-1147244721.25743 382483092.041954,-1155674805.22043 387844231.22466,-1156033733.56152 399523520.483017,-1126609392.05722 400360047.290931,-1115088749.45639 385074036.448809,-1147244721.25743 382483092.041954))","365"
"POLYGON ((-1113680987.74933 384443918.507527,-1115088749.45639 385074036.448809,-1126609392.05722 400360047.290931,-1121246158.64011 417016252.396348,-1112696368.87693 410720229.199718,-1106082913.40581 392733372.717073,-1113680987.74933 384443918.507527))","95"
"POLYGON ((-76610379.9052436 380525500.936334,-89745685.8359482 391708499.074514,-82200288.9337707 400750575.325788,-68661017.3300173 402903009.734179,-58241245.6629426 380565888.662193,-76610379.9052436 380525500.936334))","321"
"POLYGON ((-57064478.0726194 380388118.943013,-58241245.6629426 380565888.662193,-68661017.3300173 402903009.734179,-68108594.1473849 413516375.959823,-54448412.7734866 410647107.675349,-52876417.2204211 408302365.492635,-50444796.1877222 387193895.302718,-57064478.0726194 380388118.943013))","811"
"POLYGON ((-573934417.210648 382400211.672893,-578412976.039747 389703675.584198,-589749717.591812 415520714.572163,-588300162.007506 417441003.219415,-557439160.502752 416206018.769668,-556214161.155261 413434732.433954,-552000303.320321 388610227.536484,-573934417.210648 382400211.672893))","279"
"POLYGON ((-539597824.888642 385378892.928204,-552000303.320321 388610227.536484,-556214161.155261 413434732.433954,-520814024.967331 398089003.467601,-521033626.263708 395972391.988682,-539597824.888642 385378892.928204))","776"
"POLYGON ((-286871427.710829 378774606.508179,-292671080.520537 379861155.680878,-297599626.929504 383781125.111839,-290965932.353331 429689951.965557,-277266433.2901 453076042.721182,-263657563.734576 433015783.509654,-267912531.512533 385495890.917177,-286871427.710829 378774606.508179))","389"
"POLYGON ((-120815966.282643 380922145.234478,-121348492.801929 380930059.355692,-151862614.01116 400950961.366383,-154276347.176978 428947864.561486,-117111072.968562 439343985.669119,-103389003.642006 400573459.584867,-102361952.134619 394034849.547965,-120815966.282643 380922145.234478))","324"
"POLYGON ((-832203791.699281 368164222.088205,-845094011.17067 381828118.525089,-846761592.397152 414342149.689985,-838259363.15402 418097133.640827,-826780623.799926 415666864.928473,-816605221.049151 377325638.589796,-824602936.143596 369602063.588722,-832203791.699281 368164222.088205))","82"
"POLYGON ((-166638994.619862 383392126.077858,-192844846.590025 384565226.166981,-206378945.449613 419394528.446141,-186629215.077467 453247067.003784,-154276347.176978 428947864.561486,-151862614.01116 400950961.366383,-166638994.619862 383392126.077858))","386"
"POLYGON ((-1026189498.8073 400432458.951602,-1032576931.67158 401740635.044278,-1033449903.3663 416302274.947139,-1029322732.36422 418608787.247656,-1022671643.10761 418513646.861205,-1020150152.81114 402604673.373771,-1026189498.8073 400432458.951602))","694"
"POLYGON ((-1044913730.74787 396615050.067408,-1054792134.5381 411522111.025835,-1054663805.85682 415130083.50482,-1033449903.3663 416302274.947139,-1032576931.67158 401740635.044278,-1044913730.74787 396615050.067408))","671"
"POLYGON ((-82200288.9337707 400750575.325788,-74723135.9700618 413563414.828463,-69576856.5861666 414448392.40554,-68108594.1473849 413516375.959823,-68661017.3300173 402903009.734179,-82200288.9337707 400750575.325788))","800"
"POLYGON ((-89745685.8359482 391708499.074514,-91686861.8423982 392285263.643411,-84411494.4862347 420465851.440857,-74723135.9700618 413563414.828463,-82200288.9337707 400750575.325788,-89745685.8359482 391708499.074514))","173"
"POLYGON ((-1163463795.66209 379168796.080899,-1204596584.81617 386922022.457218,-1167285192.11033 407046485.600414,-1158145998.69759 402065029.253229,-1156152458.81929 399862063.034167,-1156033733.56152 399523520.483017,-1155674805.22043 387844231.22466,-1163463795.66209 379168796.080899))","724"
"POLYGON ((-238223005.321171 385014371.255497,-267912531.512533 385495890.917177,-263657563.734576 433015783.509654,-233926829.232213 404388631.169562,-238223005.321171 385014371.255497))","383"
"POLYGON ((-979644151.580981 386971010.952793,-998635124.426348 396944035.009705,-992381746.647902 413044643.872832,-960279539.941667 438403295.773882,-958721774.052284 432564608.749004,-963534932.422891 397949401.35988,-979644151.580981 386971010.952793))","320"
"POLYGON ((-957985887.630473 384268857.846043,-963534932.422891 397949401.35988,-958721774.052284 432564608.749004,-932214722.771761 395963306.989787,-957985887.630473 384268857.846043))","220"
"POLYGON ((-816605221.049151 377325638.589796,-826780623.799926 415666864.928473,-803945333.728132 426980344.113248,-801261621.791102 425954508.488444,-797183043.653639 413270022.691108,-808414753.855449 383177851.615717,-816605221.049151 377325638.589796))","630"
"POLYGON ((-756602888.510155 375639533.200159,-808414753.855449 383177851.615717,-797183043.653639 413270022.691108,-758559610.191072 407459215.467297,-736829779.774278 389997811.884976,-756602888.510155 375639533.200159))","289"
"POLYGON ((-1002964621.51871 393129746.261755,-1020150152.81114 402604673.373771,-1022671643.10761 418513646.861205,-1018219788.34154 422075725.178092,-1012023478.00659 421634291.280512,-992381746.647902 413044643.872832,-998635124.426348 396944035.009705,-1002964621.51871 393129746.261755))","18"
"POLYGON ((-925917798.280616 390676587.291827,-932214722.771761 395963306.989787,-958721774.052284 432564608.749004,-960279539.941667 438403295.773882,-958675512.478269 445264619.445057,-905270675.400148 422038468.030206,-902862403.947408 413539936.373035,-925917798.280616 390676587.291827))","29"
"POLYGON ((-50444796.1877222 387193895.302718,-52876417.2204211 408302365.492635,-33673037.8852508 415227416.736121,-23238690.9710302 392484989.489667,-50444796.1877222 387193895.302718))","178"
